Member_of_the_58th_Parliament_of_the_United_Kingdom,Member_of_the_58th_Parliament_of_the_United_KingdomLabel,date_of_birth
http://www.wikidata.org/entity/Q6712373,Afzal Khan,1960-04-05T00:00:00Z
http://www.wikidata.org/entity/Q6838584,Mickey Brady,1950-10-07T00:00:00Z
http://www.wikidata.org/entity/Q6989101,Neil O'Brien,1978-11-06T00:00:00Z
http://www.wikidata.org/entity/Q7150909,Paul Girvan,1963-07-06T00:00:00Z
http://www.wikidata.org/entity/Q7380182,Rupa Huq,1972-04-02T00:00:00Z
http://www.wikidata.org/entity/Q7422176,Sarah Champion,1969-07-10T00:00:00Z
http://www.wikidata.org/entity/Q7609085,Stephen Doughty,1980-04-15T00:00:00Z
http://www.wikidata.org/entity/Q7609180,Stephen Farry,1971-04-22T00:00:00Z
http://www.wikidata.org/entity/Q7613711,Steve Reed,1963-11-12T00:00:00Z
http://www.wikidata.org/entity/Q7831699,Tracy Brabin,1961-05-09T00:00:00Z
http://www.wikidata.org/entity/Q7852071,Tulip Siddiq,1982-09-16T00:00:00Z
http://www.wikidata.org/entity/Q7983764,Wes Streeting,1983-01-21T00:00:00Z
http://www.wikidata.org/entity/Q14948811,John Nicolson,1961-06-23T00:00:00Z
http://www.wikidata.org/entity/Q16150309,Lucy Allan,1964-10-02T00:00:00Z
http://www.wikidata.org/entity/Q16190632,Mike Kane,1969-01-09T00:00:00Z
http://www.wikidata.org/entity/Q16190712,Emma Lewell-Buck,1978-11-08T00:00:00Z
http://www.wikidata.org/entity/Q16211496,Nigel Huddleston,1970-10-13T00:00:00Z
http://www.wikidata.org/entity/Q16232474,Tom Pursglove,1988-11-05T00:00:00Z
http://www.wikidata.org/entity/Q16515053,Danny Kruger,
http://www.wikidata.org/entity/Q16529268,Anneliese Dodds,1978-03-16T00:00:00Z
http://www.wikidata.org/entity/Q16751766,Will Quince,1982-12-27T00:00:00Z
http://www.wikidata.org/entity/Q16972528,Chris Philp,1976-07-06T00:00:00Z
http://www.wikidata.org/entity/Q16980037,Andrew Lewer,1971-07-18T00:00:00Z
http://www.wikidata.org/entity/Q17057181,Karin Smyth,1964-09-08T00:00:00Z
http://www.wikidata.org/entity/Q17180679,Robert Jenrick,1982-01-09T00:00:00Z
http://www.wikidata.org/entity/Q17306267,Jim McMahon,1980-07-07T00:00:00Z
http://www.wikidata.org/entity/Q18164278,Angela Rayner,1980-03-28T00:00:00Z
http://www.wikidata.org/entity/Q18921442,Ian Blackford,1961-05-14T00:00:00Z
http://www.wikidata.org/entity/Q19059345,Chris Stephens,1973-03-20T00:00:00Z
http://www.wikidata.org/entity/Q19863151,Mhairi Black,1994-09-12T00:00:00Z
http://www.wikidata.org/entity/Q19868483,Alan Mak,1983-11-19T00:00:00Z
http://www.wikidata.org/entity/Q19868554,Kirsty Blackman,1986-03-20T00:00:00Z
http://www.wikidata.org/entity/Q19868633,Liz Saville Roberts,1965-12-16T00:00:00Z
http://www.wikidata.org/entity/Q19870758,Caroline Ansell,1971-01-12T00:00:00Z
http://www.wikidata.org/entity/Q19870873,Ranil Jayawardena,1986-09-03T00:00:00Z
http://www.wikidata.org/entity/Q19871637,Deidre Brock,1961-12-08T00:00:00Z
http://www.wikidata.org/entity/Q19871710,Richard Burgon,1980-09-19T00:00:00Z
http://www.wikidata.org/entity/Q19871785,Ruth Cadbury,1959-05-14T00:00:00Z
http://www.wikidata.org/entity/Q19871819,Lisa Cameron,1972-04-08T00:00:00Z
http://www.wikidata.org/entity/Q19871931,Catherine West,1966-09-14T00:00:00Z
http://www.wikidata.org/entity/Q19872133,Jo Churchill,1964-03-18T00:00:00Z
http://www.wikidata.org/entity/Q19872694,Michelle Donelan,1984-04-08T00:00:00Z
http://www.wikidata.org/entity/Q19872756,Flick Drummond,1962-06-16T00:00:00Z
http://www.wikidata.org/entity/Q19873325,Kevin Foster,1978-12-31T00:00:00Z
http://www.wikidata.org/entity/Q19873418,Marcus Fysh,1970-11-08T00:00:00Z
http://www.wikidata.org/entity/Q19874017,Helen Hayes,1974-08-08T00:00:00Z
http://www.wikidata.org/entity/Q19874280,Kate Hollern,1955-04-12T00:00:00Z
http://www.wikidata.org/entity/Q19874405,Philippa Whitford,1958-12-24T00:00:00Z
http://www.wikidata.org/entity/Q19874642,Andrea Jenkyns,1974-06-16T00:00:00Z
http://www.wikidata.org/entity/Q19874839,Kirsten Oswald,1972-12-21T00:00:00Z
http://www.wikidata.org/entity/Q19875413,Chris Law,1969-10-21T00:00:00Z
http://www.wikidata.org/entity/Q19875589,Carol Monaghan,1972-08-02T00:00:00Z
http://www.wikidata.org/entity/Q19878984,Brendan O'Hara,1963-04-27T00:00:00Z
http://www.wikidata.org/entity/Q19880278,Tommy Sheppard,1959-03-06T00:00:00Z
http://www.wikidata.org/entity/Q19881816,Marion Fellows,1949-05-05T00:00:00Z
http://www.wikidata.org/entity/Q19882420,Hannah Bardell,1983-06-01T00:00:00Z
http://www.wikidata.org/entity/Q19882661,John McNally,1951-02-01T00:00:00Z
http://www.wikidata.org/entity/Q19882694,Neil Gray,1986-03-16T00:00:00Z
http://www.wikidata.org/entity/Q19882721,Peter Grant,1960-10-12T00:00:00Z
http://www.wikidata.org/entity/Q19882771,Alison Thewliss,1982-09-13T00:00:00Z
http://www.wikidata.org/entity/Q19882845,Naz Shah,1973-11-13T00:00:00Z
http://www.wikidata.org/entity/Q19882875,Thangam Debbonaire,1966-08-03T00:00:00Z
http://www.wikidata.org/entity/Q19882922,Douglas Chapman,1955-01-05T00:00:00Z
http://www.wikidata.org/entity/Q19882967,Joanna Cherry,1966-03-18T00:00:00Z
http://www.wikidata.org/entity/Q19883025,Ronnie Cowan,1959-09-06T00:00:00Z
http://www.wikidata.org/entity/Q19883053,Angela Crawley,1987-06-03T00:00:00Z
http://www.wikidata.org/entity/Q19883087,Martyn Day,1971-03-26T00:00:00Z
http://www.wikidata.org/entity/Q19883117,Martin Docherty-Hughes,1971-01-21T00:00:00Z
http://www.wikidata.org/entity/Q19883129,Margaret Ferrier,1960-09-10T00:00:00Z
http://www.wikidata.org/entity/Q19883132,Patricia Gibson,1968-05-12T00:00:00Z
http://www.wikidata.org/entity/Q19883135,Patrick Grady,1980-02-05T00:00:00Z
http://www.wikidata.org/entity/Q19883145,Gavin Newlands,1980-02-02T00:00:00Z
http://www.wikidata.org/entity/Q19883152,Owen Thompson,1978-03-17T00:00:00Z
http://www.wikidata.org/entity/Q19883251,Stuart McDonald,1978-05-02T00:00:00Z
http://www.wikidata.org/entity/Q19883288,Alan Brown,1970-08-12T00:00:00Z
http://www.wikidata.org/entity/Q19917814,Wendy Morton,1967-11-09T00:00:00Z
http://www.wikidata.org/entity/Q19930597,Cat Smith,1985-06-16T00:00:00Z
http://www.wikidata.org/entity/Q19938322,Edward Argar,1977-12-09T00:00:00Z
http://www.wikidata.org/entity/Q19938362,Victoria Atkins,1976-03-22T00:00:00Z
http://www.wikidata.org/entity/Q19946187,Jeremy Quin,1968-09-24T00:00:00Z
http://www.wikidata.org/entity/Q19956787,James Cartlidge,1974-04-30T00:00:00Z
http://www.wikidata.org/entity/Q19956815,Maria Caulfield,1973-08-06T00:00:00Z
http://www.wikidata.org/entity/Q19956858,Alex Chalk,1976-08-08T00:00:00Z
http://www.wikidata.org/entity/Q19957124,Alberto Costa,1971-11-13T00:00:00Z
http://www.wikidata.org/entity/Q19957144,Neil Coyle,1978-12-30T00:00:00Z
http://www.wikidata.org/entity/Q19957188,Judith Cummins,1967-06-26T00:00:00Z
http://www.wikidata.org/entity/Q19957303,James Michael Davies,1980-02-27T00:00:00Z
http://www.wikidata.org/entity/Q19957306,Mims Davies,1975-06-04T00:00:00Z
http://www.wikidata.org/entity/Q19957580,Steve Double,1966-12-19T00:00:00Z
http://www.wikidata.org/entity/Q19957586,Peter Dowd,1957-06-20T00:00:00Z
http://www.wikidata.org/entity/Q19957590,Oliver Dowden,1978-08-01T00:00:00Z
http://www.wikidata.org/entity/Q19957769,Suella Braverman,1980-04-03T00:00:00Z
http://www.wikidata.org/entity/Q19957790,Colleen Fletcher,1954-11-23T00:00:00Z
http://www.wikidata.org/entity/Q19957802,Vicky Foxcroft,1977-03-09T00:00:00Z
http://www.wikidata.org/entity/Q19957811,Lucy Frazer,1972-05-17T00:00:00Z
http://www.wikidata.org/entity/Q19957887,Nus Ghani,1972-09-01T00:00:00Z
http://www.wikidata.org/entity/Q19957945,Chris Green,1973-08-12T00:00:00Z
http://www.wikidata.org/entity/Q19957949,Margaret Greenwood,1959-03-14T00:00:00Z
http://www.wikidata.org/entity/Q19957992,Louise Haigh,1987-07-22T00:00:00Z
http://www.wikidata.org/entity/Q19957996,Luke Hall,1986-07-08T00:00:00Z
http://www.wikidata.org/entity/Q19958026,Carolyn Harris,1960-09-18T00:00:00Z
http://www.wikidata.org/entity/Q19958052,James Heappey,1981-01-30T00:00:00Z
http://www.wikidata.org/entity/Q19958093,Simon Hoare,1969-06-28T00:00:00Z
http://www.wikidata.org/entity/Q19958100,Kevin Hollinrake,1963-09-28T00:00:00Z
http://www.wikidata.org/entity/Q19958134,Imran Hussain,1978-06-07T00:00:00Z
http://www.wikidata.org/entity/Q19979355,Rebecca Long-Bailey,1979-09-22T00:00:00Z
http://www.wikidata.org/entity/Q19979409,Jess Phillips,1981-10-09T00:00:00Z
http://www.wikidata.org/entity/Q20011564,Stewart McDonald,1986-08-24T00:00:00Z
http://www.wikidata.org/entity/Q20022488,Kate Osamor,1968-08-15T00:00:00Z
http://www.wikidata.org/entity/Q20054083,Victoria Prentis,1971-03-24T00:00:00Z
http://www.wikidata.org/entity/Q20055561,Rishi Sunak,1980-05-12T00:00:00Z
http://www.wikidata.org/entity/Q20055581,Kelly Tolhurst,1978-08-23T00:00:00Z
http://www.wikidata.org/entity/Q20113749,Peter Kyle,1970-09-09T00:00:00Z
http://www.wikidata.org/entity/Q20127903,Clive Lewis,1971-09-11T00:00:00Z
http://www.wikidata.org/entity/Q20127909,Holly Lynch,1986-10-08T00:00:00Z
http://www.wikidata.org/entity/Q20127923,Rachael Maskell,1972-07-05T00:00:00Z
http://www.wikidata.org/entity/Q20127929,Johnny Mercer,1981-08-17T00:00:00Z
http://www.wikidata.org/entity/Q20128115,Jo Stevens,1966-09-06T00:00:00Z
http://www.wikidata.org/entity/Q20128211,Daniel Zeichner,1956-11-09T00:00:00Z
http://www.wikidata.org/entity/Q20177497,Derek Thomas,1972-07-20T00:00:00Z
http://www.wikidata.org/entity/Q20195263,Huw Merriman,1973-07-13T00:00:00Z
http://www.wikidata.org/entity/Q20195470,Craig Tracey,1974-08-21T00:00:00Z
http://www.wikidata.org/entity/Q20203414,Matthew Pennycook,1982-10-29T00:00:00Z
http://www.wikidata.org/entity/Q20631177,Claire Hanna,1980-06-19T00:00:00Z
http://www.wikidata.org/entity/Q20647531,Gerald Jones,1970-08-21T00:00:00Z
http://www.wikidata.org/entity/Q20647567,Julian Knight,1972-01-05T00:00:00Z
http://www.wikidata.org/entity/Q20647673,Justin Madders,1972-11-22T00:00:00Z
http://www.wikidata.org/entity/Q20647692,Scott Mann,1977-06-24T00:00:00Z
http://www.wikidata.org/entity/Q20647738,Chris Matheson,1968-01-02T00:00:00Z
http://www.wikidata.org/entity/Q20647800,Paul Scully,1968-04-29T00:00:00Z
http://www.wikidata.org/entity/Q20647819,Maggie Throup,1957-01-27T00:00:00Z
http://www.wikidata.org/entity/Q20647855,Rebecca Pow,1960-10-10T00:00:00Z
http://www.wikidata.org/entity/Q20647896,Michael Tomlinson,1977-10-01T00:00:00Z
http://www.wikidata.org/entity/Q20647978,Craig Williams,1974-06-07T00:00:00Z
http://www.wikidata.org/entity/Q20648244,Anne-Marie Trevelyan,1969-04-06T00:00:00Z
http://www.wikidata.org/entity/Q20648325,Mike Wood,1976-03-17T00:00:00Z
http://www.wikidata.org/entity/Q20648332,Christina Rees,1954-02-21T00:00:00Z
http://www.wikidata.org/entity/Q20648365,Jeff Smith,1963-01-26T00:00:00Z
http://www.wikidata.org/entity/Q20648372,Royston Smith,1964-05-13T00:00:00Z
http://www.wikidata.org/entity/Q20648385,Tom Tugendhat,1973-06-27T00:00:00Z
http://www.wikidata.org/entity/Q20648487,Amanda Solloway,1961-06-04T00:00:00Z
http://www.wikidata.org/entity/Q20648527,Marie Rimmer,1947-04-27T00:00:00Z
http://www.wikidata.org/entity/Q20648556,Matt Warman,1981-09-01T00:00:00Z
http://www.wikidata.org/entity/Q20648564,Mary Robinson,1955-08-23T00:00:00Z
http://www.wikidata.org/entity/Q20648913,Nick Thomas-Symonds,1980-05-26T00:00:00Z
http://www.wikidata.org/entity/Q20648982,Amanda Milling,1975-03-12T00:00:00Z
http://www.wikidata.org/entity/Q20732037,William Wragg,1987-12-11T00:00:00Z
http://www.wikidata.org/entity/Q20747098,Helen Whately,1976-06-01T00:00:00Z
http://www.wikidata.org/entity/Q21592171,Kemi Badenoch,1980-01-01T00:00:00Z
http://www.wikidata.org/entity/Q24034408,Gill Furniss,1957-03-14T00:00:00Z
http://www.wikidata.org/entity/Q24039769,Douglas Ross,1983-04-09T00:00:00Z
http://www.wikidata.org/entity/Q24052782,Carla Lockhart,1985-02-28T00:00:00Z
http://www.wikidata.org/entity/Q24053857,Chris Elmore,1983-12-23T00:00:00Z
http://www.wikidata.org/entity/Q24061230,Florence Eshalomi,1980-09-18T00:00:00Z
http://www.wikidata.org/entity/Q24668273,Rosena Allin-Khan,1977-01-01T00:00:00Z
http://www.wikidata.org/entity/Q27671735,Robert Courts,1978-10-21T00:00:00Z
http://www.wikidata.org/entity/Q27942399,Sarah Olney,1977-01-01T00:00:00Z
http://www.wikidata.org/entity/Q27979810,Caroline Johnson,1977-12-31T00:00:00Z
http://www.wikidata.org/entity/Q28834855,Trudy Harrison,1976-04-19T00:00:00Z
http://www.wikidata.org/entity/Q30163501,Marsha de Cordova,1976-01-23T00:00:00Z
http://www.wikidata.org/entity/Q30163703,Damien Moore,1980-04-26T00:00:00Z
http://www.wikidata.org/entity/Q30164279,Anna McMorrin,1971-01-01T00:00:00Z
http://www.wikidata.org/entity/Q30164280,Wera Hobhouse,1960-02-08T00:00:00Z
http://www.wikidata.org/entity/Q30164376,Matt Western,1962-11-01T00:00:00Z
http://www.wikidata.org/entity/Q30164380,Rosie Duffield,1971-07-01T00:00:00Z
http://www.wikidata.org/entity/Q30164451,Stephanie Peacock,1986-12-19T00:00:00Z
http://www.wikidata.org/entity/Q30164696,Christine Jardine,1960-11-01T00:00:00Z
http://www.wikidata.org/entity/Q30164739,Mike Hill,1963-01-01T00:00:00Z
http://www.wikidata.org/entity/Q30164792,Alex Sobel,1975-04-26T00:00:00Z
http://www.wikidata.org/entity/Q30164902,Luke Pollard,1980-04-10T00:00:00Z
http://www.wikidata.org/entity/Q30164903,Matt Rodda,1966-12-15T00:00:00Z
http://www.wikidata.org/entity/Q30165113,Lloyd Russell-Moyle,1986-09-14T00:00:00Z
http://www.wikidata.org/entity/Q30165325,Bambos Charalambous,1967-12-02T00:00:00Z
http://www.wikidata.org/entity/Q30165327,Lee Rowley,1980-09-11T00:00:00Z
http://www.wikidata.org/entity/Q30165535,Jack Brereton,1991-05-13T00:00:00Z
http://www.wikidata.org/entity/Q30165536,Tonia Antoniazzi,1971-10-05T00:00:00Z
http://www.wikidata.org/entity/Q30165682,Alister Jack,1963-07-07T00:00:00Z
http://www.wikidata.org/entity/Q30165748,Liz Twist,1956-07-01T00:00:00Z
http://www.wikidata.org/entity/Q30169287,Tanmanjeet Singh Dhesi,1978-08-17T00:00:00Z
http://www.wikidata.org/entity/Q30172752,Ben Lake,1993-01-22T00:00:00Z
http://www.wikidata.org/entity/Q30173119,Preet Gill,1972-11-01T00:00:00Z
http://www.wikidata.org/entity/Q30174665,Darren Jones,1986-11-13T00:00:00Z
http://www.wikidata.org/entity/Q30174692,Bim Afolami,1986-02-11T00:00:00Z
http://www.wikidata.org/entity/Q30174734,Julia Lopez,1984-06-01T00:00:00Z
http://www.wikidata.org/entity/Q30176559,David Duguid,1970-10-08T00:00:00Z
http://www.wikidata.org/entity/Q30179008,Stephen Morgan,1981-01-17T00:00:00Z
http://www.wikidata.org/entity/Q30179052,Sarah Jones,1972-12-20T00:00:00Z
http://www.wikidata.org/entity/Q30223596,Mike Amesbury,1969-05-07T00:00:00Z
http://www.wikidata.org/entity/Q30223599,Ben Bradley,1989-12-11T00:00:00Z
http://www.wikidata.org/entity/Q30223601,Layla Moran,1982-09-12T00:00:00Z
http://www.wikidata.org/entity/Q30224361,David Linden,1990-05-01T00:00:00Z
http://www.wikidata.org/entity/Q30224657,Andrew Bowie,1987-05-28T00:00:00Z
http://www.wikidata.org/entity/Q30226321,Dan Carden,1986-10-28T00:00:00Z
http://www.wikidata.org/entity/Q30228118,Simon Clarke,1984-09-28T00:00:00Z
http://www.wikidata.org/entity/Q30232942,Gillian Keegan,1968-01-01T00:00:00Z
http://www.wikidata.org/entity/Q30234239,Alex Burghart,1977-09-07T00:00:00Z
http://www.wikidata.org/entity/Q30234240,Ellie Reeves,1980-12-11T00:00:00Z
http://www.wikidata.org/entity/Q30234241,Rachel Maclean,1965-10-03T00:00:00Z
http://www.wikidata.org/entity/Q30234242,Emma Hardy,1980-09-16T00:00:00Z
http://www.wikidata.org/entity/Q30234243,Alex Norris,1984-02-04T00:00:00Z
http://www.wikidata.org/entity/Q30234245,Leo Docherty,1976-10-04T00:00:00Z
http://www.wikidata.org/entity/Q30234247,Mohammad Yasin,1971-10-15T00:00:00Z
http://www.wikidata.org/entity/Q30234248,Bob Seely,1966-01-01T00:00:00Z
http://www.wikidata.org/entity/Q30234253,Eddie Hughes,1968-10-03T00:00:00Z
http://www.wikidata.org/entity/Q42846975,Natalie Elphicke,
http://www.wikidata.org/entity/Q52587398,Órfhlaith Begley,1991-12-19T00:00:00Z
http://www.wikidata.org/entity/Q55003337,Janet Daby,1970-12-15T00:00:00Z
http://www.wikidata.org/entity/Q55615175,John Finucane,
http://www.wikidata.org/entity/Q56709363,Nickie Aiken,
http://www.wikidata.org/entity/Q62764975,Ruth Jones,1962-04-01T00:00:00Z
http://www.wikidata.org/entity/Q63929106,Joy Morrissey,
http://www.wikidata.org/entity/Q63929121,Suzanne Webb,
http://www.wikidata.org/entity/Q63929253,Brendan Clarke-Smith,1980-08-17T00:00:00Z
http://www.wikidata.org/entity/Q63929279,Zarah Sultana,1992-01-01T00:00:00Z
http://www.wikidata.org/entity/Q63929463,Fay Jones,
http://www.wikidata.org/entity/Q75427885,Simon Baynes,1960-04-21T00:00:00Z
http://www.wikidata.org/entity/Q75583507,Theo Clarke,1985-01-01T00:00:00Z
http://www.wikidata.org/entity/Q75621688,Sarah Owen,
http://www.wikidata.org/entity/Q75621729,Fleur Anderson,
http://www.wikidata.org/entity/Q75621766,Feryal Clark,
http://www.wikidata.org/entity/Q75720091,Nav Mishra,
http://www.wikidata.org/entity/Q75818967,Dave Doogan,1973-03-04T00:00:00Z
http://www.wikidata.org/entity/Q75818970,Neale Hanvey,
http://www.wikidata.org/entity/Q75818973,Stephen Flynn,
http://www.wikidata.org/entity/Q75818976,Richard Thomson,
http://www.wikidata.org/entity/Q75818978,Steven Bonnar,
http://www.wikidata.org/entity/Q75818980,Allan Dorans,
http://www.wikidata.org/entity/Q75818988,Amy Callaghan,1995-01-01T00:00:00Z
http://www.wikidata.org/entity/Q75838676,Munira Wilson,
http://www.wikidata.org/entity/Q75838761,Daisy Cooper,
http://www.wikidata.org/entity/Q75838898,Wendy Chamberlain,
http://www.wikidata.org/entity/Q76130989,James Murray,
http://www.wikidata.org/entity/Q76237363,Jerome Mayhew,1970-01-01T00:00:00Z
http://www.wikidata.org/entity/Q76362908,Katherine Fletcher,
http://www.wikidata.org/entity/Q76362924,Simon Fell,
http://www.wikidata.org/entity/Q76362949,Darren Henry,
http://www.wikidata.org/entity/Q76362953,Selaine Saxby,
http://www.wikidata.org/entity/Q76362964,Julie Marson,
http://www.wikidata.org/entity/Q76362972,Felicity Buchan,
http://www.wikidata.org/entity/Q76362976,Matt Vickers,
http://www.wikidata.org/entity/Q76362999,Mark Eastwood,
http://www.wikidata.org/entity/Q76363017,Jamie Hamilton Wallis,
http://www.wikidata.org/entity/Q76363034,Gary Sambrook,1989-06-01T00:00:00Z
http://www.wikidata.org/entity/Q76363044,Olivia Blake,
http://www.wikidata.org/entity/Q76363097,Christian Wakeford,
http://www.wikidata.org/entity/Q76363105,Scott Benton,
http://www.wikidata.org/entity/Q76363111,Nadia Whittome,1995-01-01T00:00:00Z
http://www.wikidata.org/entity/Q76363124,Jonathan Gullis,
http://www.wikidata.org/entity/Q76363201,Duncan Baker,
http://www.wikidata.org/entity/Q76363206,Robbie Moore,
http://www.wikidata.org/entity/Q76363211,Ian Levy,
http://www.wikidata.org/entity/Q76363249,Sarah Atherton,
http://www.wikidata.org/entity/Q76363294,Alicia Kearns,
http://www.wikidata.org/entity/Q76363319,Robert Largan,
http://www.wikidata.org/entity/Q76363388,Holly Mumby-Croft,
http://www.wikidata.org/entity/Q76363401,Laura Farris,
http://www.wikidata.org/entity/Q76363409,Siobhan Baillie,
http://www.wikidata.org/entity/Q76363411,Virginia Crosbie,
http://www.wikidata.org/entity/Q76363431,Lia Nici,1969-01-01T00:00:00Z
http://www.wikidata.org/entity/Q76363439,Stuart Anderson,
http://www.wikidata.org/entity/Q76363500,Miriam Cates,
http://www.wikidata.org/entity/Q76363542,Antony Higginbotham,1989-01-01T00:00:00Z
http://www.wikidata.org/entity/Q76363563,Sara Britcliffe,
http://www.wikidata.org/entity/Q76363590,Mary Foy,
http://www.wikidata.org/entity/Q76363601,David Simmonds,
http://www.wikidata.org/entity/Q76363641,Elliot Colburn,
http://www.wikidata.org/entity/Q76363678,Marco Longhi,
http://www.wikidata.org/entity/Q76363721,Nicola Richards,
http://www.wikidata.org/entity/Q76363854,Angela Richardson,
http://www.wikidata.org/entity/Q76363893,Shaun Bailey,
http://www.wikidata.org/entity/Q76363909,Mick Whitley,
http://www.wikidata.org/entity/Q76363918,Beth Winter,
http://www.wikidata.org/entity/Q76363923,Rob Roberts,
http://www.wikidata.org/entity/Q76363937,Sam Tarry,1982-08-01T00:00:00Z
http://www.wikidata.org/entity/Q76363951,Paula Barker,
http://www.wikidata.org/entity/Q76363973,Apsana Begum,
http://www.wikidata.org/entity/Q76364033,Chris Loder,
http://www.wikidata.org/entity/Q76364044,Abena Oppong-Asare,
http://www.wikidata.org/entity/Q76364048,Bell Ribeiro-Addy,
http://www.wikidata.org/entity/Q76364051,Taiwo Owatemi,
http://www.wikidata.org/entity/Q76364081,Charlotte Nichols,
http://www.wikidata.org/entity/Q76364111,Cherilyn Mackrory,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q76364147,Imran Nasir Ahmad-Khan,1973-09-06T00:00:00Z
http://www.wikidata.org/entity/Q76364163,Kate Griffiths,
http://www.wikidata.org/entity/Q76364169,Neil Hudson,
http://www.wikidata.org/entity/Q76364263,Claire Coutinho,
http://www.wikidata.org/entity/Q76364330,Sally-Ann Hart,
http://www.wikidata.org/entity/Q76364344,Sarah Dines,
http://www.wikidata.org/entity/Q76364469,Ben Everitt,
http://www.wikidata.org/entity/Q76364829,Gagan Mohindra,
http://www.wikidata.org/entity/Q76364834,Paul Bristow,
http://www.wikidata.org/entity/Q76364848,Kieran Mullan,
http://www.wikidata.org/entity/Q76364853,Dehenna Davison,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q76364874,Alex Davies-Jones,
http://www.wikidata.org/entity/Q76365836,Ian Byrne,
http://www.wikidata.org/entity/Q76448943,Rachel Hopkins,
http://www.wikidata.org/entity/Q76448969,Mark Logan,
http://www.wikidata.org/entity/Q76448972,Tom Randall,
http://www.wikidata.org/entity/Q76448984,Andy Carter,
http://www.wikidata.org/entity/Q76449002,Kim Johnson,1960-01-01T00:00:00Z
http://www.wikidata.org/entity/Q76449003,Saqib Bhatti,
http://www.wikidata.org/entity/Q76449014,James Sunderland,
http://www.wikidata.org/entity/Q76449016,Laura Trott,
http://www.wikidata.org/entity/Q76449017,Simon Jupp,
http://www.wikidata.org/entity/Q76449027,Alexander Stafford,
http://www.wikidata.org/entity/Q76450637,Robin Millar,
http://www.wikidata.org/entity/Q76450642,Jane Hunt,
http://www.wikidata.org/entity/Q76450645,Luke Evans,
http://www.wikidata.org/entity/Q76450646,James Daly,
http://www.wikidata.org/entity/Q76450648,Paul Holmes,1988-08-25T00:00:00Z
http://www.wikidata.org/entity/Q76450655,Mark Jenkinson,
http://www.wikidata.org/entity/Q76450658,Dean Russell,
http://www.wikidata.org/entity/Q76450659,Jacob Young,
http://www.wikidata.org/entity/Q76450664,Jo Gideon,
http://www.wikidata.org/entity/Q76450672,Tahir Ali,
http://www.wikidata.org/entity/Q76450714,Anthony Mangnall,1989-01-01T00:00:00Z
http://www.wikidata.org/entity/Q76450717,Ruth Edwards,
http://www.wikidata.org/entity/Q76450728,Kate Osborne,
http://www.wikidata.org/entity/Q76450761,James Wild,
http://www.wikidata.org/entity/Q76450767,Peter Gibson,
http://www.wikidata.org/entity/Q76450770,Ben Spencer,
http://www.wikidata.org/entity/Q76729336,Richard Holden,
http://www.wikidata.org/entity/Q76729340,Chris Clarkson,
http://www.wikidata.org/entity/Q76729347,Mark Fletcher,
http://www.wikidata.org/entity/Q76729366,James Grundy,
http://www.wikidata.org/entity/Q76729375,Paul Howell,
http://www.wikidata.org/entity/Q76736577,Greg Smith,
http://www.wikidata.org/entity/Q76736580,Tom Hunt,
http://www.wikidata.org/entity/Q76736582,Gareth Davies,
http://www.wikidata.org/entity/Q76736589,Lee Anderson,
http://www.wikidata.org/entity/Q76736645,Rob Butler,
http://www.wikidata.org/entity/Q76736648,Nicholas Fletcher,
http://www.wikidata.org/entity/Q76736650,David Johnston,
http://www.wikidata.org/entity/Q76736652,Andrew Griffith,
http://www.wikidata.org/entity/Q76736659,Jane Stevenson,
http://www.wikidata.org/entity/Q76736935,Aaron Bell,
